Brand Name,Product URL,Image,Product Ratings,Number of ratings,Product Info,Selling Price,Price,Discount
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-red-geometric-yoke-design-flared-sleeves-pleated-a-line-kurti/14885762/buy,,4.1,223,Yoke Design A-Line Kurti,539,1199,(55% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-beige--silver-floral-hand-embroidered-sequinned-pure-cotton-sequinned-kurti/19376084/buy,,,0,Hand Embroidered Cotton Kurti,1609,2299,(30% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-blue--rust-floral-printed-pure-cotton-empire-kurti/20988242/buy,,,0,Floral Printed Pure Cotton Kurti,1207,2195,(45% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-navy-blue-kurti/18437212/buy,,3.5,18,Kurti,666,1899,(Rs. 1233 OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-red--gold-geometric-printed-pleated-kurti/15635998/buy,,4,73,Geometric Printed Kurti,521,1739,(70% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-maroon--white-floral-printed-kurti/12971354/buy,,4.3,402,Floral Printed Kurti,549,999,(45% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-green--white-ethnic-motifs-embroidered-chikankari-chikankari-kurti-with-inner/19930686/buy,,,0,Ethnic Motifs Kurti,,,
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-women-blue-floral-printed-flared-sleeves-pure-cotton-empire-kurti/17894446/buy,,4.6,7,Women Floral Printed Kurti,359,1199,(70% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-mauve--white-ethnic-motifs-embroidered-chikankari-handloom-kurti/17241030/buy,,4.6,20,Ethnic Motifs Embroidered Handloom Kurti,,,
Cantabil,https://www.myntra.com/kurtis/cantabil/cantabil-blue--white-embroidered-maternity-empire-anarkali-kurti/18263206/buy,,4.6,8,Embroidered Anarkali Kurti,1499,2999,(50% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-blue--white-printed-pure-cotton-kurti/18068458/buy,,4.2,81,Printed Pure Cotton Kurti,683,1799,(62% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-pink--mustard-yellow-ethnic-motifs-printed-pure-cotton-kurti/17894566/buy,,3.9,17,Ethnic Motifs Printed Pure Cotton Kurti,419,1199,(65% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-blue-printed-sequinned-pure-cotton-kurti/19581530/buy,,,0,Printed Sequinned Cotton Kurti,877,1595,(45% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-yellow-geometric-printed-kurti/18435982/buy,,4.4,41,Geometric Printed Kurti,614,1799,(Rs. 1185 OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-women-plus-size-black--green-ethnic-motifs-printed-kurti/18971130/buy,,4.2,6,Plus Size Ethnic Printed Kurti,494,899,(45% OFF)
Cottinfab,https://www.myntra.com/kurtis/cottinfab/cottinfab-mustard-yellow-v-neck-pure-cotton-a-line-kurti/15162614/buy,,4.1,62,Pure Cotton A-Line Kurti,659,1649,(60% OFF)
Cottinfab,https://www.myntra.com/kurtis/cottinfab/cottinfab-peach-coloured-pure-cotton-regular-kurti/15162624/buy,,4.1,42,Pure Cotton Regular Kurti,659,1649,(60% OFF)
kipek,https://www.myntra.com/kurtis/kipek/kipek-women-grey-embroidered-pure-cotton-anarkali-kurti/12670740/buy,,4.2,298,Women Anarkali Pure Cotton Kurti,769,1999,(Rs. 1230 OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-plus-size-maroon--blue-ethnic-motifs-print-kurti/18971210/buy,,,0,Plus Size Printed Kurti,359,899,(60% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-women-red-floral-printed-pure-cotton-kurti/17894484/buy,,3.2,5,Women Floral Printed Kurti,479,1199,(60% OFF)
House of Pataudi,https://www.myntra.com/kurtis/house-of-pataudi/house-of-pataudi-blue--white-floral-printed-pure-cotton-rozana-kurti/16278516/buy,,3.8,21,Floral Printed Rozana Kurti,324,1299,(75% OFF)
STREET 9,https://www.myntra.com/kurtis/street-9/street-9-stunning-blue-pure-cotton-kurti/17172928/buy,,4.3,45,Stunning Blue Pure Cotton Kurti,434,1499,(71% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-white--red-floral-printed-v-neck-flared-sleeves-kurti/18238632/buy,,3.9,19,Floral Printed Kurti,274,1099,(75% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-women-green--pink-floral-print-straight-kurti/12124988/buy,,4.3,114,Women Floral Print Straight Kurti,399,999,(60% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-off-white--pink-floral-print-kurti/19581528/buy,,,0,Floral Print Kurti,598,1495,(60% OFF)
ETIQUETTE,https://www.myntra.com/kurtis/etiquette/etiquette-olive-green-dobby-woven-design-flared-sleeves-kurti/20533014/buy,,,0,Dobby Woven Design Kurti,1169,1299,(10% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-green--pink-floral-printed-kurti/17909596/buy,,4.4,5,Floral Printed Kurti,374,1499,(75% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-yellow--green-floral-printed-cambric-pleated-kurti/17156540/buy,,4.5,63,Printed Cambric Pleated Kurti,687,1349,(49% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-white--pink-ethnic-motifs-printed-pure-cotton-kurti/15886896/buy,,4.1,184,Ethnic Motifs Printed Pure Cotton Kurti,384,1099,(65% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-navy-blue-embroidered-kurti/18436022/buy,,3.9,18,Embroidered Kurti,650,1799,(Rs. 1149 OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-women-plus-size-lavender-floral-print-pure-cotton-pleated-kurti/16926080/buy,,,0,Plus Size Cotton Floral Kurti,594,1699,(65% OFF)
STREET 9,https://www.myntra.com/kurtis/street-9/street-9-navy-blue--grey-geometric-printed-pure-cotton-kurti/17433318/buy,,3.9,33,Printed Pure Cotton Kurti,550,1899,(71% OFF)
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-pink-ethnic-motifs-embroidered-flared-sleeves-chanderi-silk-pleated-kurti/19249360/buy,,,0,Ethnic Motifs Embroidered Chanderi Silk Kurti,,,
Sangria,https://www.myntra.com/kurtis/sangria/sangria-black-floral-printed-pure-cotton-kaftan-kurta/17777386/buy,,5,5,Floral Printed Kaftan Kurta,799,1999,(60% OFF)
Sangria,https://www.myntra.com/kurtis/sangria/sangria-grey--pink-ethnic-motifs-printed-kurti/20288300/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20288300/2022/11/9/3edcfb3d-6900-415a-a260-bb000cabcbf41667974645001-Women-Grey-Printed-Short-Kurti-7521667974644462-1.jpg",,0,Ethnic Motifs Printed Kurti,494,1499,(67% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-pink--beige-ethnic-motifs-chikankari-embroidered-handloom-kurti/16872610/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16872610/2022/2/22/39163334-35a8-4656-8a0b-37812f0a36df1645520591985PinkCottonHandEmbroideredChikankariKurti1.jpg",4,11,Ethnic Motifs Embroidered Kurti,,,
Biba,https://www.myntra.com/kurtis/biba/biba-pink-yoke-design-a-line-kurti/20123060/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20123060/2022/9/22/6a92c3c1-50db-400e-a9c0-89ebb2c5cba81663830287015Kurtas1.jpg",,0,Yoke Design A-Line Kurti,1599,1999,(20% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-women-mustard-yellow--white-checked-high-low-a-line-kurti/12290012/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12290012/2020/9/2/fa5d4e4d-8e01-4911-b456-b361afa2fba81599037173077-Anubhutee-Women-Kurtis-5981599037171314-1.jpg",4,392,High-Low A-Line Kurti,521,1739,(70% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-mustard-yellow--green-ethnic-motifs-yoke-design-flared-sleeves-pure-cotton-pleated-kurti/17894578/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17894578/2022/8/2/dffc756a-5130-4e81-9369-0928a5bbaa381659433850249-all-about-you-Mustard-Yellow--Green-Ethnic-Motifs-Yoke-Desig-1.jpg",4.1,37,Ethnic Motifs Yoke Design Pure Cotton Kurti,419,1199,(65% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-maroon--white-geometric-printed-pleated-kurti/13956738/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13956738/2021/6/7/e30f7b4d-2be5-4eef-b260-ee8ac84801c21623044892154MarksSpencerWomenPinkWhitePrintedLoungeT-shirtTopsMarksSpenc1.jpg",4,130,Geometric Printed Kurti,486,1739,(72% OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-plus-size-navy-blue-ethnic-motifs-print-kurti/18971298/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18971298/2022/10/28/6a28dcc3-0637-4629-bb2d-41bc4dcb87981666956341500-Sztori-Women-Kurtis-3271666956340844-1.jpg",3.8,6,Plus Size Printed Kurti,494,899,(45% OFF)
ETIQUETTE,https://www.myntra.com/kurtis/etiquette/etiquette-navy-blue-striped-thread-work-thread-work-kurti/20532962/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20532962/2022/11/15/2197c49e-5d6b-472f-8463-c61961e997951668512405727-ETIQUETTE-Navy-Blue-Striped-Thread-Work-Thread-Work-Kurti-87-1.jpg",,0,Striped Thread Work Kurti,1709,1899,(10% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-peach-coloured--yellow-printed-pure-cotton-kurti/19791544/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19791544/2022/9/10/51e1b83b-9bd8-486f-8068-9ffc58049c621662805861392DENNISONMenNavyBlueandwhiteprintedcubancollarcasualshirtKurt1.jpg",,0,Printed Pure Cotton Kurti,837,1395,(40% OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-plus-size-pink--green-floral-print-kurti/18971232/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18971232/2022/10/28/ecd61b5f-afee-41a7-89f9-a7c8eb539a2f1666956329017-Sztori-Women-Kurtis-6021666956328008-1.jpg",,0,Plus Size Floral Print Kurti,449,999,(55% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-mauve--white-ethnic-motifs-embroidered-chikankari-pure-cotton-chikankari-kurti/20787898/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20787898/2022/11/17/1136900a-3d84-4ff5-acbf-f829f6a7588c1668675688248WomenHandEmbroideredChikankariFloralCottonKurti1.jpg",,0,Ethnic Motifs Embroidered Pure Cotton Kurti,1649,3298,(50% OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-plus-size-maroon--golden-floral-print-kurti/18971122/buy,,4.7,3,Plus Size Floral Print Kurti,549,1099,(50% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-brown-ethnic-motifs-embellished-thread-work-empire-styled-kurti/14708356/buy,,4.5,43,Ethnic Motifs Embellished Pure Cotton Kurti,719,1599,(55% OFF)
Sangria,https://www.myntra.com/kurtis/sangria/sangria-women-mustard-yellow--purple-floral-printed-kurti/16630078/buy,,4.2,5,Women Floral Printed Kurti,474,1899,(75% OFF)
studio rasa,https://www.myntra.com/kurtis/studio-rasa/studio-rasa-black-embroidered-square-neck-sequinned-sequinned-kurti/20387110/buy,,3.6,5,Embroidered Kurti,1299,2599,(50% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-pink-ethnic-motifs-embroidered-chikankari-pure-cotton-chikankari-kurti/20786536/buy,,,5,Ethnic Motifs Embroidered Pure Cotton Kurti,839,2099,(60% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-women-gorgeous-magenta-polyester-fluid-tie-up-kurti/19463904/buy,,3.5,26,Gorgeous Magenta Polyester Fluid Tie-Up Kurti,419,1399,(70% OFF)
Shae by SASSAFRAS,https://www.myntra.com/kurtis/shae-by-sassafras/shae-by-sassafras-turquoise-blue--red-printed-v-neck-gotta-patti-kaftan-kurti/17449772/buy,,3.7,26,Printed V-Neck Kaftan Kurti,569,1899,(70% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-navy-blue--yellow-floral-printed-kurti/17909590/buy,,4.3,12,Floral Printed Kurti,494,1499,(67% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-red--white-ethnic-motifs-embroidered-plus-size-chikankari-kurti/20494154/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
ETIQUETTE,https://www.myntra.com/kurtis/etiquette/etiquette-black--blue-floral-printed-thread-work-thread-work-kurti/20533022/buy,,,0,Floral Printed Kurti,1329,1899,(30% OFF)
Bhama Couture,https://www.myntra.com/kurtis/bhama-couture/bhama-couture-women-pink-yoke-design-a-line-kurti/10760134/buy,,4,58,Women Yoke Design A-Line Kurti,747,1699,(56% OFF)
kipek,https://www.myntra.com/kurtis/kipek/kipek-stunning-blue-pure-cotton-nuovo-sleeves-kurti/17035202/buy,,4.4,22,Stunning Blue Pure Cotton Nuovo Sleeves Kurti,899,3079,(Rs. 2180 OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-off-white--blue-embroidered-kurti/18437176/buy,,4.3,16,Embroidered Kurti,704,1899,(Rs. 1195 OFF)
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-women-pink-woven-design-pure-cotton-pleated-yarn-dyed-kurti/17001918/buy,,,0,Cotton Yarn Dyed Kurti,3120,3900,(20% OFF)
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-women-blue--white-ethnic-motifs-embroidered-kurti/17776696/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-women-stylish-green-polyester-hyper-texture-kurti/19463896/buy,,4,15,Stylish Green Polyester Hyper Texture Kurti,524,1499,(65% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-women-teal-blue-solid-embellished-kurti/15816556/buy,,5,7,Women Solid Embellished Kurti,1539,2199,(30% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-green-printed-cotton-kurta/14207708/buy,,4.1,51,Girls Printed Cotton Kurta,584,2249,(74% OFF)
Taavi,https://www.myntra.com/kurtis/taavi/taavi-yellow-ikat-woven-design-flared-sleeves-pure-cotton-kurti/15020988/buy,,3.9,17,Woven Ikat Woven Design Kurti,539,2699,(80% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-off-white-embroidered-kurti/18436648/buy,,,0,Embroidered Kurti,760,1999,(Rs. 1239 OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-women-black-floral-printed-pure-cotton-kurti/17894466/buy,,4.6,10,Women Floral Printed Kurti,539,1199,(55% OFF)
KALINI,https://www.myntra.com/kurtis/kalini/kalini-rust-ethnic-motifs-printed-v-neck-cotton-kurti/20763294/buy,,,0,Ethnic Motifs Cotton Kurti,667,1669,(60% OFF)
YASH GALLERY,https://www.myntra.com/kurtis/yash-gallery/yash-gallery-plus-size-women-black--white-bandhani-printed-kurti/18459244/buy,,,0,Plus Size Bandhani Kurti,749,2999,(75% OFF)
Biba,https://www.myntra.com/kurtis/biba/biba-green-ethnic-motifs-printed-jacquard-kurti/20623162/buy,,,0,Ethnic Motifs Printed Kurti,1599,1999,(20% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-lavender--white-ethnic-motifs-embroidered-chikankari-kurti/19792552/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-pink--white-ethnic-motifs-embroidered-chikankari-kurti/17241034/buy,,4.3,10,Ethnic Motifs Embroidered Kurti,,,
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-green-solid-flared-sleeves-pure-cotton-kurti/19336596/buy,,,0,Flared Sleeves Cotton Kurti,1189,1699,(30% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-white--red-chikankari-embroidered-pure-cotton-straight-sustainable-handloom-kurti/12500994/buy,,4.4,33,Chikankari Handloom Sustainable Cotton Kurti,,,
DODO & MOA,https://www.myntra.com/kurtis/dodo--moa/dodo--moa-white-shirt-collar-kurti/20407590/buy,,,0,Kurti,766,2190,(65% OFF)
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-women-peach-coloured--white-ethnic-motifs-embroidered-kurti/17776700/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-women-red--beige-ethnic-motifs-printed-shirt-style-kurti/17001856/buy,,,0,Printed Shirt Style Kurti,,,
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-lime-green-kurti/18435992/buy,,4.4,29,Kurti,614,1799,(Rs. 1185 OFF)
Sangria,https://www.myntra.com/kurtis/sangria/sangria-maroon-ethnic-motifs-printed-kurti/20288314/buy,,,0,Ethnic Motifs Printed Kurti,494,1499,(67% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-women-navy-blue--white-geometric-yoke-design-a-line-kurti/14885746/buy,,4.2,136,Geometric Yoke Design Kurti,519,1299,(60% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-blue-floral-printed-kurti/18509342/buy,,4.2,14,Floral Printed Kurti,855,2250,(62% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-green--maroon-floral-printed-sequinned-pure-cotton-sequinned-kurti/20988244/buy,,,0,Floral Printed Pure Cotton Kurti,1207,2195,(45% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-yellow-geometric-printed-kurti/18437204/buy,,4.3,12,Geometric Printed Kurti,666,1899,(Rs. 1233 OFF)
YASH GALLERY,https://www.myntra.com/kurtis/yash-gallery/yash-gallery-plus-size-green--off-white-floral-print-bell-sleeves-kurti/13994592/buy,,4.5,65,Plus Size Floral Print Kurti,643,1399,(54% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-women-teal-blue--golden-printed-kurti/11053760/buy,,4.3,824,Women Printed Kurti,591,1739,(66% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-green--white-ethnic-motifs-chikankari-embroidered-handloom-handloom-kurti/16872604/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16872604/2022/2/22/1d4bc854-e9ff-4aa4-96b8-8385626508131645520417395PistaGreenCottonHandEmbroideredChikankariKurtiWithZariWork1.jpg",,0,Ethnic Motifs Embroidered Handloom Kurti,,,
MissKurti,https://www.myntra.com/kurtis/misskurti/misskurti-pink-thread-work-kurti/18735972/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18735972/2022/7/20/d0b3f754-341a-4a4f-b294-2e15cd41e2fb1658298349531-Womens-Pink-Embroidered-Top-6071658298349089-1.jpg",4,6,Thread Work Kurti,659,2199,(70% OFF)
AKIMIA,https://www.myntra.com/kurtis/akimia/akimia-women-cream-coloured-thread-work-pure-cotton-jacquard-handloom-thread-work-kurti/19922668/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19922668/2022/9/11/e1247237-27e8-41ce-8db2-5291b4814bb51662888318111Kurtis1.jpg",4,5,Women Pure Cotton Kurti,674,1499,(55% OFF)
Indo Era,https://www.myntra.com/kurtis/indo-era/indo-era-grey-woven-design-empire-kurti/14974752/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14974752/2021/7/29/cb062bf4-b9ac-4b4c-904d-92861adc40661627563846143IndoEraWomenGreyWoven-DesignA-LineKurti1.jpg",3.6,23,Woven Design Kurti,919,1999,(54% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-black-geometric-thread-work-detail-a-line-kurti/16931526/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16931526/2022/3/14/73c26c42-9104-4685-a991-657d199ace3a1647250167655KurtasallaboutyouWomenKurtisallaboutyouWomen5.jpg",4.2,17,Thread Work A-Line Kurti,509,1699,(70% OFF)
kipek,https://www.myntra.com/kurtis/kipek/kipek-green-floral-embroidered-pom-pom-detail-pure-cotton-empire-kurti/19959928/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19959928/2022/9/13/ee62c0f7-c0e7-4c19-9e27-9043cd5f7faa1663070914735Kurtis1.jpg",3.7,3,Embroidered Pure Cotton Kurti,769,1999,(Rs. 1230 OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-blue--white-ethnic-motifs-embroidered-chikankari-handloom-kurti/17241010/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17241010/2022/3/4/c6da2bf9-0bcc-4141-b98d-3e55d317fbc41646393790098-Blue-Cotton-Hand-Embroidered-Chikankari-Kurti-77616463937896-1.jpg",4.5,6,Ethnic Motifs Embroidered Handloom Kurti,,,
Janasya,https://www.myntra.com/kurtis/janasya/janasya-women-blue-cotton-striped-straight-kurta/17654280/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17654280/2022/3/28/4c7b097a-6c3a-4339-99fb-896f05d1f0491648468772197Kurtis1.jpg",3.6,17,Striped Pure Cotton Kurti,710,1579,(55% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-women-orange-floral-printed-v-neck-angrakha-kurti/19340640/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19340640/2022/8/1/d2d09b7e-05f6-493f-a215-0176888c14c01659363559617Kurtis1.jpg",5,7,Floral Printed Kurti,532,3329,(84% OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-plus-size-maroon--blue-ethnic-motifs-print-kurti/18971210/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18971210/2022/10/28/5dfd1d7e-bdc9-4a6e-8ef0-4fff5bb281ad1666955270926-Sztori-Women-Kurtis-7331666955270374-1.jpg",,0,Plus Size Printed Kurti,359,899,(60% OFF)
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-beige--red-floral-printed-kurti/20400726/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20400726/2022/11/2/81e46870-0551-49fe-9d27-ea42c47c70481667373309688-Ritu-Kumar-Women-Kurtis-8741667373309268-1.jpg",,0,Floral Printed Kurti,,,
YASH GALLERY,https://www.myntra.com/kurtis/yash-gallery/yash-gallery-pink--white-ethnic-motifs-printed-kurti/15874216/buy,,4.4,53,Ethnic Motifs Printed Kurti,588,2559,(77% OFF)
Biba,https://www.myntra.com/kurtis/biba/biba-black-ethnic-motifs-embroidered-kurti/20123088/buy,,,0,Ethnic Motifs Embroidered Kurti,2079,2599,(20% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-pink-solid-kurta/14207524/buy,,4.3,44,Girls Solid Kurta,488,1879,(74% OFF)
Sztori,https://www.myntra.com/kurtis/sztori/sztori-women-plus-size-mustard-yellow-thread-work-kurti/16926120/buy,,,0,Plus Size Thread Work Kurti,639,1599,(60% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-maroon-ethnic-print-kurti/18036570/buy,,4,7,Ethnic Print Kurti,511,1599,(68% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-white-ethnic-motifs-embroidered-chikankari-handloom-handloom-kurti/16872616/buy,,4.6,12,Chikankari Handloom Handloom Kurti,,,
Biba,https://www.myntra.com/kurtis/biba/biba-olive-green-floral-printed-straight-fit-kurti/20623190/buy,,,0,Floral Printed Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-white-ethnic-motifs-embroidered-v-neck-flared-sleeves-chikankari-angrakha-handloom-kurti/17241048/buy,,4.1,15,Ethnic Motifs Embroidered Handloom Kurti,,,
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-women-rust-red-ethnic-motifs-embroidered-pleated-kurti/17001936/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
Tissu,https://www.myntra.com/kurtis/tissu/tissu-blue--green-floral-printed-kurti/17891462/buy,,4.1,10,Floral Printed Kurti,494,1499,(67% OFF)
TORONFRAS,https://www.myntra.com/kurtis/toronfras/toronfras-turquoise-blue-floral-embroidered-pleated-kurti/20084424/buy,,3.6,5,Floral Embroidered Kurti,637,2199,(71% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-women-pink-geometric-embroidered-thread-work-empire-kurti/16319810/buy,,,0,Women Embroidered Kurti,759,1899,(60% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-women-navy-blue--off-white-geometric-printed-short-kurti/20046128/buy,,,0,Geometric Printed Short Kurti,704,1899,(Rs. 1195 OFF)
Bhama Couture,https://www.myntra.com/kurtis/bhama-couture/bhama-couture-women-red-solid-kurti/9430111/buy,,3.7,89,Women Solid Kurti,809,1799,(55% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-green--maroon-floral-printed-kurti/17909598/buy,,4.2,5,Floral Printed Kurti,374,1499,(75% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-women-blue--white-floral-printed-round-neck-kurti/17909632/buy,,4.1,27,Women Floral Kurti,599,1499,(60% OFF)
KALINI,https://www.myntra.com/kurtis/kalini/kalini-green-embroidered-thread-work-pure-georgette-thread-work-kurti/18952262/buy,,3.9,7,Embroidered Pure Georgette Kurti,693,1050,(34% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-black--white-women-floral-printed-kurti/17909586/buy,,4.4,44,Women Floral Printed Kurti,599,1499,(60% OFF)
Indiankala4u,https://www.myntra.com/kurtis/indiankala4u/indiankala4u-yellow-ethnic-motifs-embroidered-chikankari-modal-chikankari-anarkali-kurti/19182352/buy,,4.7,6,Embroidered Anarkali Kurti,1699,4500,(Rs. 2801 OFF)
Fashion FRICKS,https://www.myntra.com/kurtis/fashion-fricks/fashion-fricks-olive-green--blue-printed-kurti/19181450/buy,,4.1,9,Printed Kurti,624,2499,(75% OFF)
Melange by Lifestyle,https://www.myntra.com/kurtis/melange-by-lifestyle/melange-by-lifestyle-peach-coloured-paisley-printed-kurti/20809362/buy,,,0,Paisley Printed Kurti,559,699,(20% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-brown-kurti/18435994/buy,,4.4,11,Kurti,614,1799,(Rs. 1185 OFF)
Melange by Lifestyle,https://www.myntra.com/kurtis/melange-by-lifestyle/melange-by-lifestyle-cream-coloured--teal-floral-printed-kurti/20710598/buy,,,0,Floral Printed Kurti,399,499,(20% OFF)
